0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,1,8,6,11,21,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,9,0,6,8,1,1,6,6,23,9,20,14,5,0,3,0,1,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9,14,16,11,8,2,13,27,31,30,58,37,16,5,1,7,1,5,8,15,2,3,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,14,13,16,26,6,5,35,35,70,34,48,35,15,5,21,9,24,15,32,16,9,10,9,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,28,28,21,35,15,31,51,82,93,35,59,25,19,9,16,28,38,65,35,43,24,32,44,17,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,19,50,34,23,23,26,82,63,130,82,39,24,10,10,37,61,75,124,91,81,65,38,57,31,21,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,17,39,45,47,42,23,54,127,119,148,134,141,44,11,13,22,15,31,133,88,173,106,142,210,108,71,18,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,24,31,52,41,71,75,124,264,219,201,206,143,74,23,12,17,23,95,79,196,123,160,157,239,136,115,26,9,4,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,36,94,96,159,184,225,143,313,169,197,79,75,66,21,28,48,99,160,107,214,221,177,213,191,68,25,29,21,32,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,19,97,123,95,220,384,362,529,286,373,123,174,97,40,28,30,102,182,102,244,249,383,355,247,155,155,50,61,71,7,30,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,58,97,159,313,416,410,371,540,297,425,185,70,62,47,58,88,200,286,649,394,364,430,223,229,105,105,27,37,39,28,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,14,25,84,177,281,365,293,423,445,456,227,280,260,95,42,55,130,198,273,347,891,710,701,292,191,130,33,20,27,25,12,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,36,196,160,252,411,334,424,606,433,324,211,86,68,84,181,154,398,569,956,851,412,482,148,117,63,18,3,16,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
